2026-01-02,Qwen/Qwen3-32B,PDDL,detailed,0,False,0,"[1, 5]","[[[1, 5]]]"
2026-01-02,Qwen/Qwen3-32B,PDDL,detailed,1,False,0,"[1, 5]","[[[1, 5]]]"
2026-01-02,deepseek,PDDL,detailed,0,False,0,"[5, 1]","[[[1, 1], [2, 0], [3, 1], [4, 1], [5, 1]]]"
2026-01-02,Qwen/Qwen3-32B,PDDL,detailed,2,False,0,"[1, 5]","[[[1, 5]]]"
2026-01-02,Qwen/Qwen3-32B,PDDL,detailed,3,False,0,"[1, 5]","[[[1, 5]]]"
2026-01-02,deepseek,PDDL,detailed,1,True,0,"[4, 1]","[[[1, 0], [2, 0], [3, 0], [4, 1]]]"
2026-01-02,Qwen/Qwen3-32B,PDDL,detailed,4,False,0,"[1, 5]","[[[1, 5]]]"
2026-01-02,Qwen/Qwen3-32B,baseline,detailed,0,False,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-02,Qwen/Qwen3-32B,baseline,detailed,1,False,20,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1, 2], [1, 2], [1], [1], [1], [1]]"
2026-01-02,Qwen/Qwen3-32B,baseline,detailed,2,False,3,2,"[[1], [1], [1, 2], [1, 2]]"
2026-01-02,Qwen/Qwen3-32B,baseline,detailed,3,False,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-02,Qwen/Qwen3-32B,baseline,detailed,4,False,7,1,"[[1], [1], [1, 2], [1, 2], [1], [1], [1], [1]]"
2026-01-02,deepseek,PDDL,detailed,2,True,1,"[1, 0]","[[[1, 3]], [[1, 0]]]"
2026-01-02,Qwen/Qwen3-32B,PDDL_seed_initDF,detailed,0,False,0,"[1, 5]","[[[1, 5]]]"
2026-01-02,Qwen/Qwen3-32B,PDDL_seed_initDF,detailed,1,False,0,"[1, 5]","[[[1, 5]]]"
2026-01-02,Qwen/Qwen3-32B,PDDL_seed_initDF,detailed,2,False,0,"[1, 5]","[[[1, 5]]]"
2026-01-02,Qwen/Qwen3-32B,PDDL_seed_initDF,detailed,3,False,0,"[1, 5]","[[[1, 5]]]"
2026-01-02,deepseek,PDDL,detailed,3,False,0,"[5, 0]","[[[1, 4], [2, 0], [3, 1], [4, 0], [5, 0]]]"
2026-01-02,Qwen/Qwen3-32B,PDDL_seed_initDF,detailed,4,False,0,"[1, 5]","[[[1, 5]]]"
2026-01-02,deepseek,PDDL,detailed,4,False,5,"[5, 0]","[[[1, 2]], [[1, 0], [2, 0], [3, 0]], [[1, 0]], [[1, 2]], [[1, 4]], [[1, 0], [2, 1], [3, 0], [4, 0], [5, 0]]]"
2026-01-02,deepseek,baseline,detailed,0,False,21,1,"[[1], [1], [1], [1, 2], [1, 2], [1], [1], [1], [1], [1], [1], [1], [1, 2], [1, 2], [1], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-02,deepseek,baseline,detailed,1,False,21,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1, 2, 3], [1, 2, 3], [1, 2, 3], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-02,deepseek,baseline,detailed,2,False,20,1,"[[1], [1], [1], [1], [1], [1], [1, 2], [1, 2], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-02,deepseek,baseline,detailed,3,False,20,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1, 2], [1, 2], [1], [1]]"
2026-01-02,deepseek,baseline,detailed,4,False,22,1,"[[1], [1], [1], [1], [1, 2], [1, 2], [1], [1], [1], [1, 2], [1, 2], [1, 2], [1, 2], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2026-01-02,deepseek,PDDL_seed_initDF,detailed,0,False,0,"[5, 0]","[[[1, 0], [2, 0], [3, 0], [4, 1], [5, 0]]]"
2026-01-02,deepseek,PDDL_seed_initDF,detailed,1,False,0,"[1, 5]","[[[1, 5]]]"
2026-01-02,deepseek,PDDL_seed_initDF,detailed,2,False,0,"[5, 0]","[[[1, 2], [2, 0], [3, 1], [4, 1], [5, 0]]]"
2026-01-02,deepseek,PDDL_seed_initDF,detailed,3,False,0,"[1, 5]","[[[1, 5]]]"
2026-01-02,deepseek,PDDL_seed_initDF,detailed,4,False,0,"[5, 0]","[[[1, 1], [2, 0], [3, 0], [4, 0], [5, 0]]]"
